time;logger;level;database;message;exception
2013-04-21 20:33:47.7048;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;Indexing 2 documents for index: Customers/ByFirstName. (customers/1,customers/2);
2013-04-21 20:33:47.7138;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/1' was found;
2013-04-21 20:33:47.7508;Raven.Database.Server.HttpServer;Debug;;Request #  26: GET     -    37 ms - <system>   - 200 - /docs/customers/1;
2013-04-21 20:33:47.8529;Raven.Database.Indexing.Index.Indexing;Debug;;"Indexing on customers/1 result in index Customers/ByFirstName gave document: 	__document_id IS: customers/1
	FirstName I-: Erik
";
2013-04-21 20:33:47.9779;Raven.Database.Indexing.Index.Indexing;Debug;;"Indexing on customers/2 result in index Customers/ByFirstName gave document: 	__document_id IS: customers/2
	FirstName I-: Mattias
";
2013-04-21 20:33:48.2339;Raven.Database.Indexing.Index.Indexing;Debug;;Indexed 2 documents for Customers/ByFirstName;
2013-04-21 20:33:48.2339;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;After indexing 2 documents, the new last etag for is: 00000001-0000-0100-0000-000000000003 for Customers/ByFirstName;
2013-04-21 20:33:48.2339;Raven.Database.Indexing.WorkContext;Debug;;Incremented work counter to 9 because: WORK BY IndexingExecuter;
2013-04-21 20:33:48.2339;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 9, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:33:48.2339;Raven.Database.Indexing.WorkContext;Debug;;No work was found, workerWorkCounter: 9, for: IndexingExecuter, will wait for additional work;
2013-04-21 20:34:33.8345;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'Raven/Replication/Destinations' was not found;
2013-04-21 20:34:33.8345;Raven.Database.Server.HttpServer;Debug;;Request #  27: GET     -     0 ms - <system>   - 404 - /docs/Raven/Replication/Destinations;
2013-04-21 20:34:33.9545;Raven.Database.Server.HttpServer;Debug;;Request #  28: HEAD    -     0 ms - <system>   - 200 - /indexes/BlogPosts/ByAuthor;
2013-04-21 20:34:34.2065;Raven.Database.Server.HttpServer;Debug;;Request #  29: PUT     -     1 ms - <system>   - 201 - /indexes/BlogPosts/ByAuthor;
2013-04-21 20:34:34.2555;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'Raven/Replication/Destinations' was not found;
2013-04-21 20:34:34.2555;Raven.Database.Server.HttpServer;Debug;;Request #  30: GET     -     0 ms - <system>   - 404 - /docs/Raven/Replication/Destinations;
2013-04-21 20:34:34.2555;Raven.Database.Server.HttpServer;Debug;;Request #  31: HEAD    -     0 ms - <system>   - 200 - /indexes/Customers/ByFirstName;
2013-04-21 20:34:34.2555;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'Raven/Replication/Destinations' was not found;
2013-04-21 20:34:34.2555;Raven.Database.Server.HttpServer;Debug;;Request #  32: PUT     -     1 ms - <system>   - 201 - /indexes/Customers/ByFirstName;
2013-04-21 20:34:34.2555;Raven.Database.Server.HttpServer;Debug;;Request #  33: GET     -     0 ms - <system>   - 404 - /docs/Raven/Replication/Destinations;
2013-04-21 20:34:34.3655;Raven.Database.Indexing.Index.Querying;Debug;<system>;Issuing query on index Customers/ByFirstName for all documents;
2013-04-21 20:34:34.3935;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/1' was found;
2013-04-21 20:34:34.3935;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/2' was found;
2013-04-21 20:34:34.3935;Raven.Database.Server.HttpServer;Debug;;Request #  34: GET     -    36 ms - <system>   - 200 - /indexes/dynamic/Customers?query=&pageSize=1000;
2013-04-21 20:34:34.3935;Raven.Database.Server.HttpServer;Debug;;"	Query: 
	Time: 33 ms
	Index: Customers/ByFirstName
	Results: 2 returned out of 2 total.
";
2013-04-21 20:34:34.5935;Raven.Database.Indexing.Index.Querying;Debug;<system>;Issuing query on index Temp/Orders for all documents;
2013-04-21 20:34:34.5935;Raven.Database.Server.HttpServer;Debug;;Request #  35: GET     -     1 ms - <system>   - 200 - /indexes/dynamic/Orders?query=&pageSize=1000;
2013-04-21 20:34:34.5935;Raven.Database.Indexing.Index.Querying;Debug;<system>;Issuing query on index Temp/Products for all documents;
2013-04-21 20:34:34.5935;Raven.Database.Indexing.Index.Querying;Debug;<system>;Issuing query on index Temp/BlogPosts for all documents;
2013-04-21 20:34:34.5935;Raven.Database.Server.HttpServer;Debug;;"	Query: 
	Time: 0 ms
	Index: Temp/Orders
	Results: 0 returned out of 0 total.
";
2013-04-21 20:34:34.5935;Raven.Database.Server.HttpServer;Debug;;Request #  36: GET     -     1 ms - <system>   - 200 - /indexes/dynamic/Products?query=&pageSize=1000;
2013-04-21 20:34:34.5935;Raven.Database.Server.HttpServer;Debug;;"	Query: 
	Time: 0 ms
	Index: Temp/Products
	Results: 0 returned out of 0 total.
";
2013-04-21 20:34:34.5935;Raven.Database.Server.HttpServer;Debug;;Request #  37: GET     -     1 ms - <system>   - 200 - /indexes/dynamic/BlogPosts?query=&pageSize=1000;
2013-04-21 20:34:34.6155;Raven.Database.Server.HttpServer;Debug;;"	Query: 
	Time: 0 ms
	Index: Temp/BlogPosts
	Results: 0 returned out of 0 total.
";
2013-04-21 20:34:34.6305;Raven.Database.DocumentDatabase;Debug;<system>;Delete a document with key: customers/1 and etag ;
2013-04-21 20:34:34.6425;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/1' was deleted;
2013-04-21 20:34:34.6585;Raven.Database.DocumentDatabase;Debug;<system>;Delete a document with key: customers/2 and etag ;
2013-04-21 20:34:34.6585;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/2' was deleted;
2013-04-21 20:34:34.6585;Raven.Database.Indexing.WorkContext;Debug;<system>;Incremented work counter to 10 because: DEL customers/1, DEL customers/2;
2013-04-21 20:34:34.6585;Raven.Database.DocumentDatabase;Debug;<system>;Successfully executed 2 commands in 00:00:00.0394643;
2013-04-21 20:34:34.6585;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 10, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.6585;Raven.Database.Server.HttpServer;Debug;;Request #  38: POST    -    41 ms - <system>   - 200 - /bulk_docs;
2013-04-21 20:34:34.6585;Raven.Database.Server.HttpServer;Debug;;"	DELETE customers/1
	DELETE customers/2
";
2013-04-21 20:34:34.6755;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;Executing Index: Customers/ByFirstName, Keys: customers/1, customers/2;
2013-04-21 20:34:34.6755;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;;Document with key 'customers/1' was not found;
2013-04-21 20:34:34.6755;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;;Document with key 'customers/2' was not found;
2013-04-21 20:34:34.6755;Raven.Database.Indexing.Index.Indexing;Debug;;Deleting (customers/1, customers/2) from Customers/ByFirstName;
2013-04-21 20:34:34.7065;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'Raven/Hilo/customers' was found;
2013-04-21 20:34:34.7065;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'Raven/ServerPrefixForHilo' was not found;
2013-04-21 20:34:34.7065;Raven.Database.Server.HttpServer;Debug;;Request #  39: GET     -     0 ms - <system>   - 200 - /queries/?&id=Raven/Hilo/customers&id=Raven/ServerPrefixForHilo;
2013-04-21 20:34:34.7435;Raven.Database.Indexing.WorkContext;Debug;;Incremented work counter to 11 because: WORK BY IndexingExecuter;
2013-04-21 20:34:34.7435;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 11, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.7435;Raven.Database.Indexing.WorkContext;Debug;;No work was found, workerWorkCounter: 11, for: IndexingExecuter, will wait for additional work;
2013-04-21 20:34:34.7605;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Inserted a new document with key 'Raven/Hilo/customers', update: True, ;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.WorkContext;Debug;<system>;Incremented work counter to 12 because: PUT Raven/Hilo/customers;
2013-04-21 20:34:34.7605;Raven.Database.DocumentDatabase;Debug;<system>;Put document Raven/Hilo/customers with etag 00000001-0000-0100-0000-000000000004;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;Found a total of 1 documents that requires indexing since etag: 00000001-0000-0100-0000-000000000003: (Raven/Hilo/customers);
2013-04-21 20:34:34.7605;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 12, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.7605;Raven.Database.Impl.DocumentRetriever;Debug;;Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/customers;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;After read triggers executed, 1 documents remained;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for BlogPosts/ByAuthor, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000004, 04/21/2013 18:34:34;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Customers/ByFirstName, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000004, 04/21/2013 18:34:34;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/BlogPosts, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000004, 04/21/2013 18:34:34;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/Products, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000004, 04/21/2013 18:34:34;
2013-04-21 20:34:34.7605;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/Orders, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000004, 04/21/2013 18:34:34;
2013-04-21 20:34:34.7605;Raven.Database.Server.HttpServer;Debug;;Request #  40: PUT     -     3 ms - <system>   - 201 - /docs/Raven/Hilo/customers;
2013-04-21 20:34:34.7655;Raven.Database.Indexing.WorkContext;Debug;;Incremented work counter to 13 because: WORK BY IndexingExecuter;
2013-04-21 20:34:34.7655;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 13, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.7655;Raven.Database.Indexing.WorkContext;Debug;;No work was found, workerWorkCounter: 13, for: IndexingExecuter, will wait for additional work;
2013-04-21 20:34:34.8135;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Inserted a new document with key 'customers/33', update: False, ;
2013-04-21 20:34:34.8135;Raven.Database.DocumentDatabase;Debug;<system>;Put document customers/33 with etag 00000001-0000-0100-0000-000000000005;
2013-04-21 20:34:34.8135;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Inserted a new document with key 'customers/34', update: False, ;
2013-04-21 20:34:34.8135;Raven.Database.DocumentDatabase;Debug;<system>;Put document customers/34 with etag 00000001-0000-0100-0000-000000000006;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.WorkContext;Debug;<system>;Incremented work counter to 14 because: PUT customers/33, PUT customers/34;
2013-04-21 20:34:34.8135;Raven.Database.DocumentDatabase;Debug;<system>;Successfully executed 2 commands in 00:00:00.0014207;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;Found a total of 2 documents that requires indexing since etag: 00000001-0000-0100-0000-000000000004: (customers/33, customers/34);
2013-04-21 20:34:34.8135;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 14, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;After read triggers executed, 2 documents remained;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for BlogPosts/ByAuthor, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000006, 04/21/2013 18:34:34;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;Going to index 2 documents in IndexName: Customers/ByFirstName, LastIndexedEtag: 00000001-0000-0100-0000-000000000004: (customers/33, customers/34);
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/Orders, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000006, 04/21/2013 18:34:34;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/Products, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000006, 04/21/2013 18:34:34;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;<system>;All documents have been filtered for Temp/BlogPosts, no indexing will be performed, updating to 00000001-0000-0100-0000-000000000006, 04/21/2013 18:34:34;
2013-04-21 20:34:34.8135;Raven.Database.Server.HttpServer;Debug;;Request #  41: POST    -     2 ms - <system>   - 200 - /bulk_docs;
2013-04-21 20:34:34.8135;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;Indexing 2 documents for index: Customers/ByFirstName. (customers/33,customers/34);
2013-04-21 20:34:34.8135;Raven.Database.Indexing.Index.Indexing;Debug;;"Indexing on customers/33 result in index Customers/ByFirstName gave document: 	__document_id IS: customers/33
	FirstName I-: Erik
";
2013-04-21 20:34:34.8135;Raven.Database.Indexing.Index.Indexing;Debug;;"Indexing on customers/34 result in index Customers/ByFirstName gave document: 	__document_id IS: customers/34
	FirstName I-: Mattias
";
2013-04-21 20:34:34.8135;Raven.Database.Server.HttpServer;Debug;;"	PUT customers/33
	PUT customers/34
";
2013-04-21 20:34:34.8135;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/33' was found;
2013-04-21 20:34:34.8135;Raven.Database.Server.HttpServer;Debug;;Request #  42: GET     -     1 ms - <system>   - 200 - /docs/customers/33;
2013-04-21 20:34:34.8335;Raven.Database.Indexing.Index.Indexing;Debug;;Indexed 2 documents for Customers/ByFirstName;
2013-04-21 20:34:34.8335;Raven.Database.Indexing.AbstractIndexingExecuter;Debug;;After indexing 2 documents, the new last etag for is: 00000001-0000-0100-0000-000000000006 for Customers/ByFirstName;
2013-04-21 20:34:34.8335;Raven.Database.Indexing.WorkContext;Debug;;Incremented work counter to 15 because: WORK BY IndexingExecuter;
2013-04-21 20:34:34.8415;Raven.Database.Indexing.WorkContext;Debug;<system>;No work was found, workerWorkCounter: 15, for: ReducingExecuter, will wait for additional work;
2013-04-21 20:34:34.8415;Raven.Database.Indexing.WorkContext;Debug;;No work was found, workerWorkCounter: 15, for: IndexingExecuter, will wait for additional work;
2013-04-21 20:34:35.0235;Raven.Database.Indexing.Index.Querying;Debug;<system>;Issuing query on index Customers/ByFirstName for: FirstName:Erik;
2013-04-21 20:34:35.0365;Raven.Storage.Esent.StorageActions.DocumentStorageActions;Debug;<system>;Document with key 'customers/33' was found;
2013-04-21 20:34:35.0365;Raven.Database.Server.HttpServer;Debug;;Request #  43: GET     -   152 ms - <system>   - 200 - /indexes/Customers/ByFirstName?query=FirstName%253AErik&pageSize=128;
2013-04-21 20:34:35.0365;Raven.Database.Server.HttpServer;Debug;;"	Query: FirstName:Erik
	Time: 151 ms
	Index: Customers/ByFirstName
	Results: 1 returned out of 1 total.
";
